episode,total_reward,loss,epsilon
1,231.0,0.2417067587375641,0.995
2,126.0,0.3196812868118286,0.990025
3,189.0,0.0952921211719513,0.985074875
4,273.0,2.51538348197937,0.9801495006250001
5,336.0,0.23474881052970886,0.9752487531218751
6,189.0,0.15711432695388794,0.9703725093562657
7,210.0,0.33559179306030273,0.9655206468094844
8,252.0,0.5375651717185974,0.960693043575437
9,168.0,13.005732536315918,0.9558895783575597
10,315.0,0.6319857835769653,0.9511101304657719
11,252.0,1.8193707466125488,0.946354579813443
12,189.0,2.3377695083618164,0.9416228069143757
13,189.0,0.0023137619718909264,0.9369146928798039
14,252.0,2.437008857727051,0.9322301194154049
15,378.0,25.05919075012207,0.9275689688183278
16,147.0,0.1282283067703247,0.9229311239742362
17,126.0,0.5495955348014832,0.918316468354365
18,147.0,0.4826624393463135,0.9137248860125932
19,126.0,4.659832954406738,0.9091562615825302
20,189.0,6.555099010467529,0.9046104802746175
21,189.0,0.4433137774467468,0.9000874278732445
22,273.0,25.349287033081055,0.8955869907338783
23,189.0,1.7157179117202759,0.8911090557802088
24,168.0,0.38776880502700806,0.8866535105013078
25,189.0,26.28388214111328,0.8822202429488013
26,252.0,37.926517486572266,0.8778091417340573
27,105.0,11.365413665771484,0.8734200960253871
28,189.0,12.366201400756836,0.8690529955452602
29,252.0,0.5518583059310913,0.8647077305675338
30,189.0,0.0995117723941803,0.8603841919146962
31,294.0,17.148542404174805,0.8560822709551227
32,189.0,0.0902816653251648,0.851801859600347
33,189.0,16.45683479309082,0.8475428503023453
34,294.0,32.81133270263672,0.8433051360508336
35,189.0,0.12921389937400818,0.8390886103705794
36,189.0,1.34963059425354,0.8348931673187264
37,189.0,0.3457709550857544,0.8307187014821328
38,210.0,20.73125648498535,0.8265651079747222
39,231.0,12.9080810546875,0.8224322824348486
40,273.0,13.91345500946045,0.8183201210226743
41,378.0,12.959736824035645,0.8142285204175609
42,231.0,23.398193359375,0.810157377815473
43,273.0,0.002021394670009613,0.8061065909263957
44,273.0,0.5861941576004028,0.8020760579717637
45,294.0,12.827255249023438,0.798065677681905
46,273.0,1.0732214450836182,0.7940753492934954
47,189.0,0.0002469667524565011,0.7901049725470279
48,168.0,46.01683807373047,0.7861544476842928
49,420.0,8.043395042419434,0.7822236754458713
50,252.0,0.07830846309661865,0.778312557068642
51,315.0,83.36028289794922,0.7744209942832988
52,126.0,47.10946273803711,0.7705488893118823
53,231.0,26.352296829223633,0.7666961448653229
54,357.0,1.379814624786377,0.7628626641409962
55,210.0,51.50567626953125,0.7590483508202912
56,189.0,1.3693654537200928,0.7552531090661897
57,336.0,66.94998168945312,0.7514768435208588
58,147.0,0.7267881631851196,0.7477194593032545
59,210.0,12.899772644042969,0.7439808620067382
60,252.0,12.917362213134766,0.7402609576967045
61,294.0,13.000809669494629,0.736559652908221
62,105.0,3.510070562362671,0.7328768546436799
63,315.0,26.923500061035156,0.7292124703704616
64,294.0,24.790081024169922,0.7255664080186093
65,147.0,62.685977935791016,0.7219385759785162
66,189.0,0.2642895579338074,0.7183288830986236
67,315.0,6.606135368347168,0.7147372386831305
68,252.0,25.1337890625,0.7111635524897149
69,168.0,12.939380645751953,0.7076077347272662
70,168.0,4.123664855957031,0.7040696960536299
71,189.0,0.39148128032684326,0.7005493475733617
72,210.0,1.3079209327697754,0.697046600835495
73,399.0,79.24365234375,0.6935613678313175
74,294.0,12.668561935424805,0.6900935609921609
75,168.0,0.041103847324848175,0.6866430931872001
76,189.0,13.72193717956543,0.6832098777212641
77,210.0,80.300048828125,0.6797938283326578
78,357.0,0.16455501317977905,0.6763948591909945
79,189.0,12.690744400024414,0.6730128848950395
80,231.0,91.447021484375,0.6696478204705644
81,126.0,2.2822439670562744,0.6662995813682115
82,105.0,5.839775085449219,0.6629680834613705
83,231.0,13.01499080657959,0.6596532430440636
84,168.0,102.9477310180664,0.6563549768288433
85,378.0,0.7713266611099243,0.653073201944699
86,231.0,87.2867202758789,0.6498078359349755
87,378.0,26.733922958374023,0.6465587967553006
88,189.0,13.822138786315918,0.6433260027715241
89,252.0,12.855626106262207,0.6401093727576664
90,147.0,102.28795623779297,0.6369088258938781
91,168.0,102.84947967529297,0.6337242817644086
92,189.0,23.800334930419922,0.6305556603555866
93,168.0,13.127461433410645,0.6274028820538087
94,294.0,0.009942547418177128,0.6242658676435396
95,294.0,13.5169095993042,0.6211445383053219
96,189.0,1.6119791269302368,0.6180388156137953
97,189.0,0.7447590231895447,0.6149486215357263
98,336.0,0.8754926919937134,0.6118738784280476
99,189.0,113.99019622802734,0.6088145090359074
100,231.0,86.68367767333984,0.6057704364907278
101,189.0,113.2118911743164,0.6027415843082742
102,252.0,0.5221076011657715,0.5997278763867329
103,294.0,117.77051544189453,0.5967292370047992
104,315.0,38.741722106933594,0.5937455908197752
105,252.0,1.2973912954330444,0.5907768628656763
106,147.0,95.46817016601562,0.5878229785513479
107,231.0,12.378798484802246,0.5848838636585911
108,315.0,0.006083042826503515,0.5819594443402982
109,147.0,26.330219268798828,0.5790496471185967
110,168.0,6.103471279144287,0.5761543988830038
111,231.0,16.205446243286133,0.5732736268885887
112,336.0,0.4682462811470032,0.5704072587541458
113,273.0,124.01985168457031,0.567555222460375
114,105.0,0.5513923168182373,0.5647174463480732
115,168.0,0.1463024914264679,0.5618938591163328
116,210.0,0.17064285278320312,0.5590843898207511
117,189.0,13.567708969116211,0.5562889678716474
118,210.0,13.348034858703613,0.5535075230322891
119,189.0,1.7471307516098022,0.5507399854171277
120,273.0,0.13066577911376953,0.547986285490042
121,336.0,0.6300911903381348,0.5452463540625918
122,189.0,0.7232205271720886,0.5425201222922789
123,315.0,139.5858154296875,0.5398075216808175
124,252.0,0.09359351545572281,0.5371084840724134
125,168.0,1.0395740270614624,0.5344229416520513
126,273.0,0.8348170518875122,0.531750826943791
127,294.0,2.609597682952881,0.5290920728090721
128,252.0,2.1757614612579346,0.5264466124450268
129,462.0,0.15866270661354065,0.5238143793828016
130,189.0,0.002814625855535269,0.5211953074858876
131,168.0,136.413330078125,0.5185893309484582
132,105.0,8.266350746154785,0.5159963842937159
133,168.0,2.0577521324157715,0.5134164023722473
134,189.0,121.22750854492188,0.510849320360386
135,189.0,134.46922302246094,0.5082950737585841
136,189.0,112.92860412597656,0.5057535983897912
137,210.0,170.05325317382812,0.5032248303978422
138,231.0,13.531112670898438,0.500708706245853
139,189.0,139.4896240234375,0.4982051627146237
140,378.0,0.24831758439540863,0.49571413690105054
141,189.0,0.015544076450169086,0.4932355662165453
142,399.0,25.140419006347656,0.4907693883854626
143,189.0,0.0016258836258202791,0.4883155414435353
144,147.0,0.10387347638607025,0.4858739637363176
145,147.0,149.09190368652344,0.483444593917636
146,210.0,153.9889678955078,0.4810273709480478
147,126.0,0.09872999787330627,0.47862223409330756
148,189.0,26.168439865112305,0.47622912292284103
149,147.0,150.09832763671875,0.4738479773082268
150,189.0,150.85960388183594,0.47147873742168567
151,189.0,0.0035026429686695337,0.46912134373457726
152,231.0,172.7657470703125,0.46677573701590436
153,252.0,1.220184564590454,0.46444185833082485
154,252.0,25.268762588500977,0.46211964903917074
155,189.0,2.13252329826355,0.4598090507939749
156,189.0,12.961297035217285,0.457510005540005
157,168.0,167.0161590576172,0.45522245551230495
158,336.0,2.4147567749023438,0.4529463432347434
159,294.0,154.11473083496094,0.4506816115185697
160,189.0,108.21780395507812,0.4484282034609769
161,378.0,14.38619327545166,0.446186062443672
162,168.0,45.86506271362305,0.4439551321314536
163,189.0,4.671592712402344,0.4417353564707963
164,378.0,22.394634246826172,0.43952667968844233
165,189.0,0.0014625072944909334,0.43732904629000013
166,189.0,1.326023817062378,0.4351424010585501
167,315.0,1.1961673498153687,0.43296668905325736
168,252.0,149.3352508544922,0.43080185560799106
169,294.0,148.3227996826172,0.4286478463299511
170,210.0,169.80406188964844,0.42650460709830135
171,378.0,209.55551147460938,0.42437208406280985
172,315.0,0.2201693058013916,0.4222502236424958
173,378.0,120.38922882080078,0.42013897252428334
174,294.0,0.9805140495300293,0.4180382776616619
175,252.0,2.232757329940796,0.4159480862733536
176,189.0,0.024886826053261757,0.41386834584198684
177,252.0,151.65438842773438,0.4117990041127769
178,357.0,9.166711807250977,0.40974000909221303
179,168.0,14.861637115478516,0.40769130904675194
180,147.0,0.7386966943740845,0.40565285250151817
181,189.0,13.302458763122559,0.4036245882390106
182,252.0,108.53083801269531,0.4016064652978155
183,210.0,93.66686248779297,0.3995984329713264
184,273.0,169.428466796875,0.3976004408064698
185,336.0,131.92739868164062,0.39561243860243744
186,420.0,13.350122451782227,0.3936343764094253
187,147.0,13.938414573669434,0.39166620452737816
188,231.0,1.9306591749191284,0.3897078735047413
189,315.0,0.2413950264453888,0.3877593341372176
190,357.0,10.846693992614746,0.3858205374665315
191,189.0,0.0037809619680047035,0.38389143477919885
192,252.0,0.2964648902416229,0.3819719776053028
193,189.0,0.003298461204394698,0.3800621177172763
194,168.0,137.725341796875,0.37816180712868996
195,105.0,139.29945373535156,0.37627099809304654
196,168.0,3.5669758319854736,0.3743896431025813
197,399.0,0.49155062437057495,0.37251769488706843
198,147.0,13.366997718811035,0.3706551064126331
199,21.0,0.00337793817743659,0.36880183088056995
200,105.0,0.18944881856441498,0.3669578217261671
201,273.0,138.29454040527344,0.36512303261753626
202,273.0,1.1159522533416748,0.3632974174544486
203,231.0,13.805618286132812,0.3614809303671764
204,189.0,12.876102447509766,0.3596735257153405
205,210.0,0.010037245228886604,0.3578751580867638
206,210.0,0.04172135517001152,0.35608578229633
207,294.0,0.7725712060928345,0.3543053533848483
208,210.0,120.99238586425781,0.35253382661792404
209,294.0,13.815998077392578,0.3507711574848344
210,168.0,0.0018794792704284191,0.34901730169741024
211,357.0,87.91757202148438,0.3472722151889232
212,189.0,138.21018981933594,0.3455358541129786
213,210.0,121.67443084716797,0.3438081748424137
214,168.0,25.66265869140625,0.3420891339682016
215,210.0,135.11354064941406,0.3403786882983606
216,105.0,13.389650344848633,0.3386767948568688
217,210.0,13.399748802185059,0.33698341088258443
218,189.0,0.003301503136754036,0.3352984938281715
219,336.0,2.916140556335449,0.33362200135903064
220,168.0,125.22888946533203,0.33195389135223546
221,378.0,0.3415440320968628,0.3302941218954743
222,189.0,0.2894935607910156,0.32864265128599696
223,252.0,118.22975158691406,0.326999438029567
224,210.0,0.30420899391174316,0.3253644408394192
225,147.0,2.7014071941375732,0.3237376186352221
226,315.0,0.18880683183670044,0.322118930542046
227,252.0,0.030074380338191986,0.32050833588933575
228,189.0,13.638453483581543,0.31890579420988907
229,147.0,140.48826599121094,0.3173112652388396
230,105.0,96.50318908691406,0.3157247089126454
231,126.0,25.917308807373047,0.3141460853680822
232,189.0,0.002253253711387515,0.3125753549412418
233,189.0,88.66352844238281,0.31101247816653554
234,189.0,13.72266674041748,0.30945741577570285
235,420.0,14.037630081176758,0.3079101286968243
236,189.0,1.003762125968933,0.3063705780533402
237,168.0,2.9620156288146973,0.30483872516307353
238,315.0,125.9218521118164,0.3033145315372582
239,252.0,181.1763916015625,0.3017979588795719
240,147.0,12.669275283813477,0.30028896908517405
241,189.0,9.613724708557129,0.2987875242397482
242,84.0,150.21841430664062,0.29729358661854943
243,126.0,117.59611511230469,0.29580711868545667
244,84.0,0.8939284086227417,0.2943280830920294
245,315.0,117.85832977294922,0.29285644267656924
246,147.0,143.6591796875,0.2913921604631864
247,441.0,12.877659797668457,0.28993519966087045
248,105.0,0.019094254821538925,0.2884855236625661
249,168.0,141.91964721679688,0.28704309604425327
250,231.0,115.8194351196289,0.285607880564032
251,252.0,159.78012084960938,0.28417984116121187
252,105.0,144.81613159179688,0.2827589419554058
253,189.0,0.04111461341381073,0.28134514724562876
254,336.0,0.8511207103729248,0.2799384215094006
255,189.0,0.4480186104774475,0.27853872940185365
256,189.0,10.745064735412598,0.27714603575484437
257,231.0,0.006914118304848671,0.2757603055760701
258,231.0,129.15484619140625,0.2743815040481898
259,147.0,0.3779674470424652,0.2730095965279488
260,273.0,136.1180419921875,0.27164454854530906
261,378.0,0.024857744574546814,0.2702863258025825
262,231.0,133.02371215820312,0.2689348941735696
263,126.0,136.71066284179688,0.26759021970270175
264,336.0,14.113218307495117,0.2662522686041882
265,252.0,24.43671226501465,0.2649210072611673
266,231.0,132.24595642089844,0.26359640222486147
267,189.0,131.15036010742188,0.26227842021373715
268,189.0,10.574036598205566,0.2609670281126685
269,147.0,0.008337881416082382,0.25966219297210513
270,189.0,135.9772186279297,0.2583638820072446
271,294.0,0.0605149008333683,0.2570720625972084
272,189.0,142.85751342773438,0.25578670228422234
273,252.0,94.51716613769531,0.25450776877280124
274,252.0,1.3410413265228271,0.2532352299289372
275,210.0,0.1046893522143364,0.2519690537792925
276,189.0,107.045654296875,0.2507092085103961
277,378.0,0.01961142010986805,0.2494556624678441
278,252.0,0.10807635635137558,0.24820838415550486
279,399.0,3.0264899730682373,0.24696734223472733
280,189.0,119.4578628540039,0.2457325055235537
281,273.0,166.13661193847656,0.24450384299593592
282,189.0,2.3375675678253174,0.24328132378095624
283,378.0,25.416223526000977,0.24206491716205145
284,189.0,0.19142289459705353,0.2408545925762412
285,189.0,0.029186077415943146,0.23965031961336
286,210.0,0.19881929457187653,0.2384520680152932
287,294.0,20.654661178588867,0.23725980767521673
288,147.0,0.48858410120010376,0.23607350863684065
289,315.0,1.0469543933868408,0.23489314109365644
290,189.0,0.037275299429893494,0.23371867538818816
291,147.0,10.572519302368164,0.23255008201124722
292,399.0,0.040586959570646286,0.231387331601191
293,252.0,144.38946533203125,0.23023039494318503
294,336.0,12.971144676208496,0.2290792429684691
