126.0,0.0,1.0,321,[0.0005]
441.0,0.672417049251427,1.0,834,[0.0005]
315.0,1.0326763617917896,1.0,591,[0.0005]
252.0,1.0745086723707615,1.0,545,[0.0005]
441.0,1.6731678650230168,1.0,903,[0.0005]
252.0,1.3451167860031128,1.0,663,[0.0005]
189.0,1.2162725665807723,1.0,511,[0.0005]
378.0,1.4433012115240098,1.0,743,[0.0005]
357.0,1.5253442473769188,1.0,799,[0.0005]
441.0,1.529803768569231,1.0,759,[0.0005]
315.0,1.4704080849289893,0.9090909090909091,631,[0.0005]
294.0,1.8829175577938557,0.8333333333333334,823,[0.0005]
273.0,1.764754021883011,0.7692307692307692,767,[0.0005]
315.0,1.744523043459654,0.7142857142857143,703,[0.0005]
210.0,1.4018401526451112,0.6666666666666666,631,[0.0005]
147.0,1.0712890067011118,0.625,545,[0.0005]
126.0,0.7961690738469362,0.5882352941176471,430,[0.0005]
168.0,0.6849017703652381,0.5555555555555556,449,[0.0005]
252.0,1.1465794139578938,0.5263157894736842,800,[0.0005]
189.0,1.8698608971387147,0.5,1566,[0.0005]
315.0,1.6218509967923165,0.47619047619047616,1319,[0.0005]
294.0,1.0543664307340979,0.45454545454545453,737,[0.0005]
315.0,1.8198959240958095,0.4347826086956522,1143,[0.0005]
357.0,1.5549046122945844,0.4166666666666667,887,[0.0005]
420.0,2.3989121033906935,0.4,1282,[0.00032]
504.0,4.3194627904742955,0.3846153846153846,1911,[0.0004]
504.0,2.433766636893153,0.37037037037037035,963,[0.0004]
210.0,3.029292963388562,0.35714285714285715,1025,[0.0004]
126.0,1.3102074964314698,0.3448275862068966,449,[0.0004]
126.0,0.629935401058197,0.3333333333333333,289,[0.0004]
105.0,0.9564823463410139,0.3225806451612903,487,[0.0004]
189.0,0.7293273220047355,0.3125,575,[0.0004]
105.0,0.5423410899922252,0.30303030303030304,513,[0.0004]
441.0,1.7495421455055475,0.29411764705882354,2243,[0.0004]
336.0,1.501466012327373,0.2857142857142857,1121,[0.0004]
357.0,1.5427140673667192,0.2777777777777778,1026,[0.0004]
273.0,3.1583141770012677,0.27027027027027023,1703,[0.0004]
483.0,4.601124375070632,0.2631578947368421,2435,[0.0004]
189.0,2.8361450899407266,0.25641025641025644,1153,[0.0004]
231.0,1.9826499587267636,0.25,960,[0.0004]
378.0,2.816928501132131,0.24390243902439027,1410,[0.0004]
231.0,2.5330100878968835,0.23809523809523808,1281,[0.0004]
315.0,3.8626415861293673,0.23255813953488372,1984,[0.0004]
357.0,3.165169581668824,0.22727272727272727,1729,[0.0004]
294.0,2.749810217240453,0.2222222222222222,1344,[0.0004]
294.0,3.9994688160337506,0.2173913043478261,1921,[0.0004]
357.0,3.208670477197319,0.2127659574468085,1664,[0.0004]
420.0,5.309123811539263,0.20833333333333334,2531,[0.0004]
420.0,5.620110408639535,0.2040816326530612,2530,[0.0004]
63.0,1.1543153621375561,0.2,481,[0.00025600000000000004]
21.0,0.7204397355653346,0.19607843137254904,353,[0.00032]
441.0,4.71514093811661,0.1923076923076923,2754,[0.00032]
546.0,5.696963036651164,0.18867924528301888,3043,[0.00032]
441.0,4.688031828083471,0.18518518518518517,2339,[0.00032]
273.0,3.6625150928139685,0.18181818181818182,1760,[0.00032]
504.0,5.29988970477432,0.17857142857142858,2595,[0.00032]
336.0,4.66265874635838,0.17543859649122806,1697,[0.00032]
252.0,4.127095748610422,0.1724137931034483,1505,[0.00032]
357.0,4.091780177711323,0.1694915254237288,1792,[0.00032]
189.0,2.609979119354859,0.16666666666666666,1153,[0.00032]
210.0,3.747404157268256,0.1639344262295082,1729,[0.00032]
399.0,5.209614349520952,0.16129032258064516,2912,[0.00032]
210.0,5.278131204184517,0.15873015873015872,2881,[0.00032]
357.0,8.688935243443773,0.15625,5000,[0.00032]
189.0,1.704920374798402,0.15384615384615385,967,[0.00032]
252.0,1.7547811492044478,0.15151515151515152,959,[0.00032]
294.0,1.0174238170225174,0.14925373134328357,567,[0.00032]
651.0,4.878175020026788,0.14705882352941177,3077,[0.00032]
210.0,3.3172350884737445,0.14492753623188406,1409,[0.00032]
273.0,3.8919058135472238,0.14285714285714285,2049,[0.00032]
357.0,1.7736985216215253,0.14084507042253522,727,[0.00032]
231.0,1.5184301679372787,0.1388888888888889,646,[0.00032]
